"Tabela 10295 - Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), valor do rendimento domiciliar mensal per capita, médio e mediano, por sexo, cor ou raça e grupos de idade"
"Variável - Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) (Reais)"
"Nível";"Cód.";"Município";"Grupo de idade";"Ano x Sexo x Cor ou raça"
"Nível";"Cód.";"Município";"Grupo de idade";"2022"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"MU";"2805802";"Riachão do Dantas (SE)";"Total";"671,74"
"MU";"2805901";"Riachuelo (SE)";"Total";"688,58"
"MU";"2806008";"Ribeirópolis (SE)";"Total";"883,07"
"MU";"2806107";"Rosário do Catete (SE)";"Total";"753,63"
"MU";"2806206";"Salgado (SE)";"Total";"798,99"
"MU";"2806305";"Santa Luzia do Itanhy (SE)";"Total";"571,88"
"MU";"2806404";"Santana do São Francisco (SE)";"Total";"717,52"
"MU";"2806503";"Santa Rosa de Lima (SE)";"Total";"578,91"
"MU";"2806602";"Santo Amaro das Brotas (SE)";"Total";"767,22"
"MU";"2806701";"São Cristóvão (SE)";"Total";"1124,93"
"MU";"2806800";"São Domingos (SE)";"Total";"729,31"
"MU";"2806909";"São Francisco (SE)";"Total";"776,93"
"MU";"2807006";"São Miguel do Aleixo (SE)";"Total";"734,03"
"MU";"2807105";"Simão Dias (SE)";"Total";"850,37"
"MU";"2807204";"Siriri (SE)";"Total";"759,73"
"MU";"2807303";"Telha (SE)";"Total";"692,33"
"MU";"2807402";"Tobias Barreto (SE)";"Total";"881,15"
"MU";"2807501";"Tomar do Geru (SE)";"Total";"552,13"
"MU";"2807600";"Umbaúba (SE)";"Total";"743,59"
"MU";"2900108";"Abaíra (BA)";"Total";"901,48"
"MU";"2900207";"Abaré (BA)";"Total";"600,78"
"MU";"2900306";"Acajutiba (BA)";"Total";"706,63"
"MU";"2900355";"Adustina (BA)";"Total";"739,27"
"MU";"2900405";"Água Fria (BA)";"Total";"700,83"
"MU";"2900504";"Érico Cardoso (BA)";"Total";"765,89"
"MU";"2900603";"Aiquara (BA)";"Total";"756,71"
"MU";"2900702";"Alagoinhas (BA)";"Total";"1072,99"
"MU";"2900801";"Alcobaça (BA)";"Total";"747,65"
"MU";"2900900";"Almadina (BA)";"Total";"912,36"
"MU";"2901007";"Amargosa (BA)";"Total";"839,32"
"MU";"2901106";"Amélia Rodrigues (BA)";"Total";"840,69"
"MU";"2901155";"América Dourada (BA)";"Total";"674,14"
"MU";"2901205";"Anagé (BA)";"Total";"718,55"
"MU";"2901304";"Andaraí (BA)";"Total";"758,20"
"MU";"2901353";"Andorinha (BA)";"Total";"796,26"
"MU";"2901403";"Angical (BA)";"Total";"823,95"
"MU";"2901502";"Anguera (BA)";"Total";"720,44"
"MU";"2901601";"Antas (BA)";"Total";"832,00"
"MU";"2901700";"Antônio Cardoso (BA)";"Total";"702,92"
"MU";"2901809";"Antônio Gonçalves (BA)";"Total";"750,04"
"MU";"2901908";"Aporá (BA)";"Total";"710,49"
"MU";"2901957";"Apuarema (BA)";"Total";"836,77"
"MU";"2902005";"Aracatu (BA)";"Total";"757,68"
"MU";"2902054";"Araçás (BA)";"Total";"725,59"
"MU";"2902104";"Araci (BA)";"Total";"691,84"
"MU";"2902203";"Aramari (BA)";"Total";"803,04"
"MU";"2902252";"Arataca (BA)";"Total";"691,76"
"MU";"2902302";"Aratuípe (BA)";"Total";"639,58"
"MU";"2902401";"Aurelino Leal (BA)";"Total";"745,63"
"MU";"2902500";"Baianópolis (BA)";"Total";"700,24"
"MU";"2902609";"Baixa Grande (BA)";"Total";"708,86"
"MU";"2902658";"Banzaê (BA)";"Total";"707,64"
"MU";"2902708";"Barra (BA)";"Total";"621,14"
"MU";"2902807";"Barra da Estiva (BA)";"Total";"796,07"
"MU";"2902906";"Barra do Choça (BA)";"Total";"784,48"
"MU";"2903003";"Barra do Mendes (BA)";"Total";"879,61"
"MU";"2903102";"Barra do Rocha (BA)";"Total";"810,44"
"MU";"2903201";"Barreiras (BA)";"Total";"1339,99"
"MU";"2903235";"Barro Alto (BA)";"Total";"708,95"
"MU";"2903276";"Barrocas (BA)";"Total";"762,90"
"MU";"2903300";"Barro Preto (BA)";"Total";"860,67"
"MU";"2903409";"Belmonte (BA)";"Total";"837,51"
"MU";"2903508";"Belo Campo (BA)";"Total";"746,56"
"MU";"2903607";"Biritinga (BA)";"Total";"680,46"
"MU";"2903706";"Boa Nova (BA)";"Total";"705,02"
"MU";"2903805";"Boa Vista do Tupim (BA)";"Total";"618,24"
"MU";"2903904";"Bom Jesus da Lapa (BA)";"Total";"916,66"
"MU";"2903953";"Bom Jesus da Serra (BA)";"Total";"655,08"
"MU";"2904001";"Boninal (BA)";"Total";"761,38"
"MU";"2904050";"Bonito (BA)";"Total";"704,84"
"MU";"2904100";"Boquira (BA)";"Total";"675,66"
"MU";"2904209";"Botuporã (BA)";"Total";"709,00"
"MU";"2904308";"Brejões (BA)";"Total";"708,98"
"MU";"2904407";"Brejolândia (BA)";"Total";"739,06"
"MU";"2904506";"Brotas de Macaúbas (BA)";"Total";"729,30"
"MU";"2904605";"Brumado (BA)";"Total";"1024,01"
"MU";"2904704";"Buerarema (BA)";"Total";"880,80"
"MU";"2904753";"Buritirama (BA)";"Total";"511,72"
"MU";"2904803";"Caatiba (BA)";"Total";"779,57"
"MU";"2904852";"Cabaceiras do Paraguaçu (BA)";"Total";"631,12"
"MU";"2904902";"Cachoeira (BA)";"Total";"913,46"
"MU";"2905008";"Caculé (BA)";"Total";"1019,26"
"MU";"2905107";"Caém (BA)";"Total";"806,57"
"MU";"2905156";"Caetanos (BA)";"Total";"696,70"
"MU";"2905206";"Caetité (BA)";"Total";"989,14"
"MU";"2905305";"Cafarnaum (BA)";"Total";"661,74"
"MU";"2905404";"Cairu (BA)";"Total";"995,96"
"MU";"2905503";"Caldeirão Grande (BA)";"Total";"620,16"
"MU";"2905602";"Camacan (BA)";"Total";"956,88"
"MU";"2905701";"Camaçari (BA)";"Total";"1177,89"
"MU";"2905800";"Camamu (BA)";"Total";"760,25"
"MU";"2905909";"Campo Alegre de Lourdes (BA)";"Total";"658,13"
"MU";"2906006";"Campo Formoso (BA)";"Total";"749,39"
"MU";"2906105";"Canápolis (BA)";"Total";"628,47"
"MU";"2906204";"Canarana (BA)";"Total";"634,87"
"MU";"2906303";"Canavieiras (BA)";"Total";"832,49"
"MU";"2906402";"Candeal (BA)";"Total";"735,08"
"MU";"2906501";"Candeias (BA)";"Total";"845,21"
"MU";"2906600";"Candiba (BA)";"Total";"751,74"
"MU";"2906709";"Cândido Sales (BA)";"Total";"733,66"
"MU";"2906808";"Cansanção (BA)";"Total";"669,08"
"MU";"2906824";"Canudos (BA)";"Total";"711,38"
"MU";"2906857";"Capela do Alto Alegre (BA)";"Total";"809,20"
"MU";"2906873";"Capim Grosso (BA)";"Total";"850,17"
"MU";"2906899";"Caraíbas (BA)";"Total";"737,40"
"MU";"2906907";"Caravelas (BA)";"Total";"896,46"
"MU";"2907004";"Cardeal da Silva (BA)";"Total";"629,76"
"MU";"2907103";"Carinhanha (BA)";"Total";"671,34"
"MU";"2907202";"Casa Nova (BA)";"Total";"685,09"
"MU";"2907301";"Castro Alves (BA)";"Total";"819,29"
"MU";"2907400";"Catolândia (BA)";"Total";"750,89"
"MU";"2907509";"Catu (BA)";"Total";"952,59"
"MU";"2907558";"Caturama (BA)";"Total";"653,61"
"MU";"2907608";"Central (BA)";"Total";"735,38"
"MU";"2907707";"Chorrochó (BA)";"Total";"660,51"
"MU";"2907806";"Cícero Dantas (BA)";"Total";"845,53"
"MU";"2907905";"Cipó (BA)";"Total";"831,75"
"MU";"2908002";"Coaraci (BA)";"Total";"846,49"
"MU";"2908101";"Cocos (BA)";"Total";"722,49"
"MU";"2908200";"Conceição da Feira (BA)";"Total";"770,78"
"MU";"2908309";"Conceição do Almeida (BA)";"Total";"864,35"
"MU";"2908408";"Conceição do Coité (BA)";"Total";"854,96"
"MU";"2908507";"Conceição do Jacuípe (BA)";"Total";"1009,81"
"MU";"2908606";"Conde (BA)";"Total";"674,79"
"MU";"2908705";"Condeúba (BA)";"Total";"801,30"
"MU";"2908804";"Contendas do Sincorá (BA)";"Total";"781,32"
"MU";"2908903";"Coração de Maria (BA)";"Total";"850,84"
"MU";"2909000";"Cordeiros (BA)";"Total";"816,33"
"MU";"2909109";"Coribe (BA)";"Total";"757,51"
"MU";"2909208";"Coronel João Sá (BA)";"Total";"704,02"
"MU";"2909307";"Correntina (BA)";"Total";"930,61"
"MU";"2909406";"Cotegipe (BA)";"Total";"621,91"
"MU";"2909505";"Cravolândia (BA)";"Total";"723,17"
"MU";"2909604";"Crisópolis (BA)";"Total";"673,53"
"MU";"2909703";"Cristópolis (BA)";"Total";"778,03"
"MU";"2909802";"Cruz das Almas (BA)";"Total";"1167,93"
"MU";"2909901";"Curaçá (BA)";"Total";"646,06"
"MU";"2910008";"Dário Meira (BA)";"Total";"730,32"
"MU";"2910057";"Dias d'Ávila (BA)";"Total";"901,27"
"MU";"2910107";"Dom Basílio (BA)";"Total";"760,00"
"MU";"2910206";"Dom Macedo Costa (BA)";"Total";"764,82"
"MU";"2910305";"Elísio Medrado (BA)";"Total";"744,89"
"MU";"2910404";"Encruzilhada (BA)";"Total";"611,21"
"MU";"2910503";"Entre Rios (BA)";"Total";"828,08"
"MU";"2910602";"Esplanada (BA)";"Total";"760,79"
"MU";"2910701";"Euclides da Cunha (BA)";"Total";"819,62"
"MU";"2910727";"Eunápolis (BA)";"Total";"1253,64"
"MU";"2910750";"Fátima (BA)";"Total";"718,87"
"MU";"2910776";"Feira da Mata (BA)";"Total";"731,17"
"MU";"2910800";"Feira de Santana (BA)";"Total";"1209,69"
"MU";"2910859";"Filadélfia (BA)";"Total";"690,18"
"MU";"2910909";"Firmino Alves (BA)";"Total";"829,88"
"MU";"2911006";"Floresta Azul (BA)";"Total";"817,95"
"MU";"2911105";"Formosa do Rio Preto (BA)";"Total";"860,52"
"MU";"2911204";"Gandu (BA)";"Total";"910,60"
"MU";"2911253";"Gavião (BA)";"Total";"878,17"
"MU";"2911303";"Gentio do Ouro (BA)";"Total";"715,00"
"MU";"2911402";"Glória (BA)";"Total";"722,37"
"MU";"2911501";"Gongogi (BA)";"Total";"733,31"
"MU";"2911600";"Governador Mangabeira (BA)";"Total";"814,42"
"MU";"2911659";"Guajeru (BA)";"Total";"803,95"
"MU";"2911709";"Guanambi (BA)";"Total";"1201,16"
"MU";"2911808";"Guaratinga (BA)";"Total";"822,20"
"MU";"2911857";"Heliópolis (BA)";"Total";"748,53"
"MU";"2911907";"Iaçu (BA)";"Total";"765,53"
"MU";"2912004";"Ibiassucê (BA)";"Total";"917,13"
"MU";"2912103";"Ibicaraí (BA)";"Total";"1006,71"
"MU";"2912202";"Ibicoara (BA)";"Total";"808,75"
"MU";"2912301";"Ibicuí (BA)";"Total";"914,50"
"MU";"2912400";"Ibipeba (BA)";"Total";"713,13"
"MU";"2912509";"Ibipitanga (BA)";"Total";"783,29"
"MU";"2912608";"Ibiquera (BA)";"Total";"655,52"
"MU";"2912707";"Ibirapitanga (BA)";"Total";"671,17"
"MU";"2912806";"Ibirapuã (BA)";"Total";"1036,38"
"MU";"2912905";"Ibirataia (BA)";"Total";"784,17"
"MU";"2913002";"Ibitiara (BA)";"Total";"771,57"
"MU";"2913101";"Ibititá (BA)";"Total";"699,28"
"MU";"2913200";"Ibotirama (BA)";"Total";"804,43"
"MU";"2913309";"Ichu (BA)";"Total";"889,43"
"MU";"2913408";"Igaporã (BA)";"Total";"811,64"
"MU";"2913457";"Igrapiúna (BA)";"Total";"726,44"
"MU";"2913507";"Iguaí (BA)";"Total";"794,87"
"MU";"2913606";"Ilhéus (BA)";"Total";"1298,64"
"MU";"2913705";"Inhambupe (BA)";"Total";"739,71"
"MU";"2913804";"Ipecaetá (BA)";"Total";"518,63"
"MU";"2913903";"Ipiaú (BA)";"Total";"970,31"
"MU";"2914000";"Ipirá (BA)";"Total";"765,59"
"MU";"2914109";"Ipupiara (BA)";"Total";"779,19"
"MU";"2914208";"Irajuba (BA)";"Total";"772,34"
"MU";"2914307";"Iramaia (BA)";"Total";"668,60"
"MU";"2914406";"Iraquara (BA)";"Total";"681,79"
"MU";"2914505";"Irará (BA)";"Total";"858,51"
"MU";"2914604";"Irecê (BA)";"Total";"1188,07"
"MU";"2914653";"Itabela (BA)";"Total";"910,41"
"MU";"2914703";"Itaberaba (BA)";"Total";"1013,18"
"MU";"2914802";"Itabuna (BA)";"Total";"1292,99"
"MU";"2914901";"Itacaré (BA)";"Total";"1013,93"
"MU";"2915007";"Itaeté (BA)";"Total";"688,07"
"MU";"2915106";"Itagi (BA)";"Total";"682,87"
"MU";"2915205";"Itagibá (BA)";"Total";"934,69"
"MU";"2915304";"Itagimirim (BA)";"Total";"888,00"
"MU";"2915353";"Itaguaçu da Bahia (BA)";"Total";"658,64"
"MU";"2915403";"Itaju do Colônia (BA)";"Total";"793,34"
"MU";"2915502";"Itajuípe (BA)";"Total";"829,36"
"MU";"2915601";"Itamaraju (BA)";"Total";"997,27"
"MU";"2915700";"Itamari (BA)";"Total";"782,50"
"MU";"2915809";"Itambé (BA)";"Total";"812,81"
"MU";"2915908";"Itanagra (BA)";"Total";"658,79"
"MU";"2916005";"Itanhém (BA)";"Total";"951,09"
"MU";"2916104";"Itaparica (BA)";"Total";"857,63"
"MU";"2916203";"Itapé (BA)";"Total";"833,82"
"MU";"2916302";"Itapebi (BA)";"Total";"811,95"
"MU";"2916401";"Itapetinga (BA)";"Total";"982,63"
"MU";"2916500";"Itapicuru (BA)";"Total";"662,46"
"MU";"2916609";"Itapitanga (BA)";"Total";"655,60"
"MU";"2916708";"Itaquara (BA)";"Total";"636,45"
"MU";"2916807";"Itarantim (BA)";"Total";"823,97"
"MU";"2916856";"Itatim (BA)";"Total";"715,27"
"MU";"2916906";"Itiruçu (BA)";"Total";"833,85"
"MU";"2917003";"Itiúba (BA)";"Total";"702,63"
"MU";"2917102";"Itororó (BA)";"Total";"900,14"
"MU";"2917201";"Ituaçu (BA)";"Total";"774,57"
"MU";"2917300";"Ituberá (BA)";"Total";"826,22"
"MU";"2917334";"Iuiu (BA)";"Total";"634,79"
"MU";"2917359";"Jaborandi (BA)";"Total";"648,51"
"MU";"2917409";"Jacaraci (BA)";"Total";"842,61"
"MU";"2917508";"Jacobina (BA)";"Total";"1083,02"
"MU";"2917607";"Jaguaquara (BA)";"Total";"791,77"
"MU";"2917706";"Jaguarari (BA)";"Total";"882,99"
"MU";"2917805";"Jaguaripe (BA)";"Total";"627,54"
"MU";"2917904";"Jandaíra (BA)";"Total";"657,50"
"MU";"2918001";"Jequié (BA)";"Total";"1013,69"
"MU";"2918100";"Jeremoabo (BA)";"Total";"764,11"
"MU";"2918209";"Jiquiriçá (BA)";"Total";"750,18"
"MU";"2918308";"Jitaúna (BA)";"Total";"770,22"
"MU";"2918357";"João Dourado (BA)";"Total";"751,74"
"MU";"2918407";"Juazeiro (BA)";"Total";"1047,97"
"MU";"2918456";"Jucuruçu (BA)";"Total";"827,44"
"MU";"2918506";"Jussara (BA)";"Total";"656,54"
"MU";"2918555";"Jussari (BA)";"Total";"788,28"
"MU";"2918605";"Jussiape (BA)";"Total";"757,64"
"MU";"2918704";"Lafaiete Coutinho (BA)";"Total";"794,63"
"MU";"2918753";"Lagoa Real (BA)";"Total";"635,69"
"MU";"2918803";"Laje (BA)";"Total";"672,28"
"MU";"2918902";"Lajedão (BA)";"Total";"939,41"
"MU";"2919009";"Lajedinho (BA)";"Total";"672,38"
"MU";"2919058";"Lajedo do Tabocal (BA)";"Total";"772,77"
"MU";"2919108";"Lamarão (BA)";"Total";"697,73"
"MU";"2919157";"Lapão (BA)";"Total";"703,21"
"MU";"2919207";"Lauro de Freitas (BA)";"Total";"1879,69"
"MU";"2919306";"Lençóis (BA)";"Total";"1042,72"
"MU";"2919405";"Licínio de Almeida (BA)";"Total";"846,36"
"MU";"2919504";"Livramento de Nossa Senhora (BA)";"Total";"884,92"
"MU";"2919553";"Luís Eduardo Magalhães (BA)";"Total";"1644,88"
"MU";"2919603";"Macajuba (BA)";"Total";"673,31"
"MU";"2919702";"Macarani (BA)";"Total";"667,69"
"MU";"2919801";"Macaúbas (BA)";"Total";"799,52"
"MU";"2919900";"Macururé (BA)";"Total";"659,19"
"MU";"2919926";"Madre de Deus (BA)";"Total";"1046,58"
"MU";"2919959";"Maetinga (BA)";"Total";"748,52"
"MU";"2920007";"Maiquinique (BA)";"Total";"859,88"
"MU";"2920106";"Mairi (BA)";"Total";"708,57"
"MU";"2920205";"Malhada (BA)";"Total";"586,10"
"MU";"2920304";"Malhada de Pedras (BA)";"Total";"743,95"
"MU";"2920403";"Manoel Vitorino (BA)";"Total";"672,33"
"MU";"2920452";"Mansidão (BA)";"Total";"611,87"
"MU";"2920502";"Maracás (BA)";"Total";"858,28"
"MU";"2920601";"Maragogipe (BA)";"Total";"649,73"
"MU";"2920700";"Maraú (BA)";"Total";"1029,95"
"MU";"2920809";"Marcionílio Souza (BA)";"Total";"762,80"
"MU";"2920908";"Mascote (BA)";"Total";"677,40"
"MU";"2921005";"Mata de São João (BA)";"Total";"894,54"
"MU";"2921054";"Matina (BA)";"Total";"731,93"
"MU";"2921104";"Medeiros Neto (BA)";"Total";"928,63"
"MU";"2921203";"Miguel Calmon (BA)";"Total";"738,57"
"MU";"2921302";"Milagres (BA)";"Total";"752,90"
"MU";"2921401";"Mirangaba (BA)";"Total";"610,87"
"MU";"2921450";"Mirante (BA)";"Total";"627,62"
"MU";"2921500";"Monte Santo (BA)";"Total";"644,10"
"MU";"2921609";"Morpará (BA)";"Total";"615,40"
"MU";"2921708";"Morro do Chapéu (BA)";"Total";"858,19"
"MU";"2921807";"Mortugaba (BA)";"Total";"704,83"
"MU";"2921906";"Mucugê (BA)";"Total";"1009,75"
"MU";"2922003";"Mucuri (BA)";"Total";"1134,46"
"MU";"2922052";"Mulungu do Morro (BA)";"Total";"619,03"
"MU";"2922102";"Mundo Novo (BA)";"Total";"747,97"
"MU";"2922201";"Muniz Ferreira (BA)";"Total";"816,80"
"MU";"2922250";"Muquém do São Francisco (BA)";"Total";"658,83"
"MU";"2922300";"Muritiba (BA)";"Total";"936,11"
"MU";"2922409";"Mutuípe (BA)";"Total";"713,00"
"MU";"2922508";"Nazaré (BA)";"Total";"829,76"
"MU";"2922607";"Nilo Peçanha (BA)";"Total";"700,48"
"MU";"2922656";"Nordestina (BA)";"Total";"571,72"
"MU";"2922706";"Nova Canaã (BA)";"Total";"828,75"
"MU";"2922730";"Nova Fátima (BA)";"Total";"865,88"
"MU";"2922755";"Nova Ibiá (BA)";"Total";"776,20"
"MU";"2922805";"Nova Itarana (BA)";"Total";"639,57"
"MU";"2922854";"Nova Redenção (BA)";"Total";"678,60"
"MU";"2922904";"Nova Soure (BA)";"Total";"676,56"
"MU";"2923001";"Nova Viçosa (BA)";"Total";"905,71"
"MU";"2923035";"Novo Horizonte (BA)";"Total";"637,13"
"MU";"2923050";"Novo Triunfo (BA)";"Total";"657,33"
"MU";"2923100";"Olindina (BA)";"Total";"659,41"
"MU";"2923209";"Oliveira dos Brejinhos (BA)";"Total";"719,07"
"MU";"2923308";"Ouriçangas (BA)";"Total";"721,96"
"MU";"2923357";"Ourolândia (BA)";"Total";"583,09"
"MU";"2923407";"Palmas de Monte Alto (BA)";"Total";"776,26"
"MU";"2923506";"Palmeiras (BA)";"Total";"932,17"
"MU";"2923605";"Paramirim (BA)";"Total";"985,08"
"MU";"2923704";"Paratinga (BA)";"Total";"652,63"
"MU";"2923803";"Paripiranga (BA)";"Total";"777,04"
"MU";"2923902";"Pau Brasil (BA)";"Total";"791,71"
"MU";"2924009";"Paulo Afonso (BA)";"Total";"1059,84"
"MU";"2924058";"Pé de Serra (BA)";"Total";"757,86"
"MU";"2924108";"Pedrão (BA)";"Total";"706,81"
"MU";"2924207";"Pedro Alexandre (BA)";"Total";"609,45"
"MU";"2924306";"Piatã (BA)";"Total";"790,79"
"MU";"2924405";"Pilão Arcado (BA)";"Total";"514,71"
"MU";"2924504";"Pindaí (BA)";"Total";"780,64"
"MU";"2924603";"Pindobaçu (BA)";"Total";"693,36"
"MU";"2924652";"Pintadas (BA)";"Total";"819,37"
"MU";"2924678";"Piraí do Norte (BA)";"Total";"576,78"
"MU";"2924702";"Piripá (BA)";"Total";"716,89"
"MU";"2924801";"Piritiba (BA)";"Total";"741,19"
"MU";"2924900";"Planaltino (BA)";"Total";"696,59"
"MU";"2925006";"Planalto (BA)";"Total";"768,89"
"MU";"2925105";"Poções (BA)";"Total";"793,11"
"MU";"2925204";"Pojuca (BA)";"Total";"981,96"
"MU";"2925253";"Ponto Novo (BA)";"Total";"629,55"
"MU";"2925303";"Porto Seguro (BA)";"Total";"1293,05"
"MU";"2925402";"Potiraguá (BA)";"Total";"857,35"
"MU";"2925501";"Prado (BA)";"Total";"985,70"
"MU";"2925600";"Presidente Dutra (BA)";"Total";"752,48"
"MU";"2925709";"Presidente Jânio Quadros (BA)";"Total";"670,52"
"MU";"2925758";"Presidente Tancredo Neves (BA)";"Total";"813,19"
"MU";"2925808";"Queimadas (BA)";"Total";"662,08"
"MU";"2925907";"Quijingue (BA)";"Total";"698,98"
"MU";"2925931";"Quixabeira (BA)";"Total";"666,94"
"MU";"2925956";"Rafael Jambeiro (BA)";"Total";"562,90"
"MU";"2926004";"Remanso (BA)";"Total";"802,97"
"MU";"2926103";"Retirolândia (BA)";"Total";"765,41"
"MU";"2926202";"Riachão das Neves (BA)";"Total";"697,01"
"MU";"2926301";"Riachão do Jacuípe (BA)";"Total";"934,18"
"MU";"2926400";"Riacho de Santana (BA)";"Total";"720,89"
"MU";"2926509";"Ribeira do Amparo (BA)";"Total";"643,57"
"MU";"2926608";"Ribeira do Pombal (BA)";"Total";"869,51"
"MU";"2926657";"Ribeirão do Largo (BA)";"Total";"677,52"
"MU";"2926707";"Rio de Contas (BA)";"Total";"888,97"
"MU";"2926806";"Rio do Antônio (BA)";"Total";"723,78"
"MU";"2926905";"Rio do Pires (BA)";"Total";"739,04"
"MU";"2927002";"Rio Real (BA)";"Total";"749,58"
"MU";"2927101";"Rodelas (BA)";"Total";"697,59"
"MU";"2927200";"Ruy Barbosa (BA)";"Total";"819,06"
"MU";"2927309";"Salinas da Margarida (BA)";"Total";"675,29"
"MU";"2927408";"Salvador (BA)";"Total";"1770,35"
"MU";"2927507";"Santa Bárbara (BA)";"Total";"722,28"
"MU";"2927606";"Santa Brígida (BA)";"Total";"578,63"
"MU";"2927705";"Santa Cruz Cabrália (BA)";"Total";"1012,34"
"MU";"2927804";"Santa Cruz da Vitória (BA)";"Total";"739,82"
"MU";"2927903";"Santa Inês (BA)";"Total";"883,20"
"MU";"2928000";"Santaluz (BA)";"Total";"750,53"
"MU";"2928059";"Santa Luzia (BA)";"Total";"769,97"
"MU";"2928109";"Santa Maria da Vitória (BA)";"Total";"954,86"
"MU";"2928208";"Santana (BA)";"Total";"777,82"
"MU";"2928307";"Santanópolis (BA)";"Total";"741,39"
"MU";"2928406";"Santa Rita de Cássia (BA)";"Total";"771,05"
"MU";"2928505";"Santa Terezinha (BA)";"Total";"708,89"
"MU";"2928604";"Santo Amaro (BA)";"Total";"787,73"
"MU";"2928703";"Santo Antônio de Jesus (BA)";"Total";"1214,78"
"MU";"2928802";"Santo Estêvão (BA)";"Total";"816,54"
"MU";"2928901";"São Desidério (BA)";"Total";"921,65"
"MU";"2928950";"São Domingos (BA)";"Total";"842,87"
"MU";"2929008";"São Félix (BA)";"Total";"759,68"
"MU";"2929057";"São Félix do Coribe (BA)";"Total";"965,83"
"MU";"2929107";"São Felipe (BA)";"Total";"792,48"
"MU";"2929206";"São Francisco do Conde (BA)";"Total";"794,44"
"MU";"2929255";"São Gabriel (BA)";"Total";"689,50"
"MU";"2929305";"São Gonçalo dos Campos (BA)";"Total";"898,41"
"MU";"2929354";"São José da Vitória (BA)";"Total";"764,56"
"MU";"2929370";"São José do Jacuípe (BA)";"Total";"711,00"
"MU";"2929404";"São Miguel das Matas (BA)";"Total";"871,05"
"MU";"2929503";"São Sebastião do Passé (BA)";"Total";"884,62"
"MU";"2929602";"Sapeaçu (BA)";"Total";"796,57"
"MU";"2929701";"Sátiro Dias (BA)";"Total";"665,74"
"MU";"2929750";"Saubara (BA)";"Total";"728,12"
"MU";"2929800";"Saúde (BA)";"Total";"828,22"
"MU";"2929909";"Seabra (BA)";"Total";"892,99"
"MU";"2930006";"Sebastião Laranjeiras (BA)";"Total";"723,55"
"MU";"2930105";"Senhor do Bonfim (BA)";"Total";"1035,85"
"MU";"2930154";"Serra do Ramalho (BA)";"Total";"748,40"
"MU";"2930204";"Sento Sé (BA)";"Total";"604,61"
"MU";"2930303";"Serra Dourada (BA)";"Total";"736,13"
"MU";"2930402";"Serra Preta (BA)";"Total";"726,76"
"MU";"2930501";"Serrinha (BA)";"Total";"924,48"
"MU";"2930600";"Serrolândia (BA)";"Total";"814,99"
"MU";"2930709";"Simões Filho (BA)";"Total";"884,11"
"MU";"2930758";"Sítio do Mato (BA)";"Total";"626,52"
"MU";"2930766";"Sítio do Quinto (BA)";"Total";"654,99"
"MU";"2930774";"Sobradinho (BA)";"Total";"846,24"
"MU";"2930808";"Souto Soares (BA)";"Total";"634,01"
"MU";"2930907";"Tabocas do Brejo Velho (BA)";"Total";"655,88"
"MU";"2931004";"Tanhaçu (BA)";"Total";"716,18"
"MU";"2931053";"Tanque Novo (BA)";"Total";"672,28"
"MU";"2931103";"Tanquinho (BA)";"Total";"789,95"
"MU";"2931202";"Taperoá (BA)";"Total";"725,65"
"MU";"2931301";"Tapiramutá (BA)";"Total";"638,16"
"MU";"2931350";"Teixeira de Freitas (BA)";"Total";"1204,69"
"MU";"2931400";"Teodoro Sampaio (BA)";"Total";"773,05"
"MU";"2931509";"Teofilândia (BA)";"Total";"794,16"
"MU";"2931608";"Teolândia (BA)";"Total";"818,79"
"MU";"2931707";"Terra Nova (BA)";"Total";"797,69"
"MU";"2931806";"Tremedal (BA)";"Total";"667,27"
"MU";"2931905";"Tucano (BA)";"Total";"798,18"
"MU";"2932002";"Uauá (BA)";"Total";"701,98"
"MU";"2932101";"Ubaíra (BA)";"Total";"759,87"
"MU";"2932200";"Ubaitaba (BA)";"Total";"979,40"
"MU";"2932309";"Ubatã (BA)";"Total";"768,37"
"MU";"2932408";"Uibaí (BA)";"Total";"871,38"
"MU";"2932457";"Umburanas (BA)";"Total";"641,00"
"MU";"2932507";"Una (BA)";"Total";"926,31"
"MU";"2932606";"Urandi (BA)";"Total";"970,15"
"MU";"2932705";"Uruçuca (BA)";"Total";"975,66"
"MU";"2932804";"Utinga (BA)";"Total";"743,48"
"MU";"2932903";"Valença (BA)";"Total";"935,55"
"MU";"2933000";"Valente (BA)";"Total";"868,25"
"MU";"2933059";"Várzea da Roça (BA)";"Total";"635,29"
"MU";"2933109";"Várzea do Poço (BA)";"Total";"759,52"
"MU";"2933158";"Várzea Nova (BA)";"Total";"676,06"
"MU";"2933174";"Varzedo (BA)";"Total";"679,67"
"MU";"2933208";"Vera Cruz (BA)";"Total";"953,76"
"MU";"2933257";"Vereda (BA)";"Total";"798,60"
"MU";"2933307";"Vitória da Conquista (BA)";"Total";"1310,93"
"MU";"2933406";"Wagner (BA)";"Total";"680,62"
